Año,Mes,Hora,Dia,Lugar,Calle_ppal,Calle_sec,Comuna,Longitud,Latitud,Victima,Acusado,Rol_vic,Sexo,Edad,Fecha_fallec,Barrios
2019,10,14,Tuesday,AVENIDA,CORRIENTES AV.,,15,-58.45283186,-34.58841560,MOTO,PASAJEROS,CONDUCTOR,M,29,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2019,11,20,Friday,AVENIDA,"JUSTO, JUAN B. AV.",CAMARGO,15,-58.44551437,-34.59559816,PEATON,PASAJEROS,PEATON,M,35,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2019,11,14,Monday,CALLE,CAMARGO,SERRANO,15,-58.44368628,-34.59724326,MOTO,OTRO,PASAJERO_ACOMPAÑANTE,F,SD,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2019,11,14,Monday,AVENIDA,GUZMAN,,15,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,F,61,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2020,1,10,Saturday,CALLE,URIARTE,LOYOLA,15,-58.43910409,-34.59213355,PEATON,AUTO,PEATON,F,87,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2020,2,12,Thursday,AVENIDA,COMBATIENTES DE MALVINAS AV.,TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON,MOTO,PEATON,F,58,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2020,5,10,Tuesday,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",WARNES AV.,15,-58.44248936,-34.60221948,PEATON,PASAJEROS,PEATON,M,91,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2020,7,23,Friday,AVENIDA,CORRIENTES AV.,SERRANO,15,-58.44259166,-34.59635137,MOTO,AUTO,CONDUCTOR,M,21,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2020,10,20,Thursday,AVENIDA,DORREGO AV.,,15,-58.44958780,-34.59322448,MOTO,OBJETO FIJO,CONDUCTOR,M,41,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2020,12,6,Friday,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO,AUTO,CONDUCTOR,F,30,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2020,12,6,Friday,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,F,24,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2021,1,10,Monday,AVENIDA,DE LOS CONSTITUYENTES AV.,GIRIBONE,15,-58.48744301,-34.58622275,MOTO,MOTO,CONDUCTOR,M,84,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2021,2,0,Tuesday,AVENIDA,SAN MARTIN AV.,NOGOYA,15,-58.48328708,-34.59779521,PEATON,AUTO,PEATON,M,28,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2021,2,3,Saturday,AVENIDA,SAN MARTIN AV.,TINOGASTA,15,-58.49018543,-34.59724990,MOTO,OBJETO FIJO,CONDUCTOR,M,26,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2021,5,2,Monday,AVENIDA,ELCANO AV.,GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,M,20,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2021,6,12,Sunday,AVENIDA,CORRIENTES AV.,,15,-58.44399875,-34.59477360,PEATON,BICICLETA,PEATON,M,58,SI,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR
2016,2,22,Sunday,AVENIDA,REGIMIENTO DE PATRICIOS AV.,"QUINQUELA MARTIN, BENITO",4,-58.36882665,-34.64291993,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,F,19,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,3,12,Saturday,AVENIDA,"ALCORTA, AMANCIO AV.","BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON,PASAJEROS,PEATON,M,52,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,3,0,Monday,CALLE,HERRERA,"VALLE, ARISTOBULO DEL",4,-58.37813396,-34.63668504,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,M,36,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,4,0,Sunday,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37714647568196,-34.63657525428238,SD,SD,SD,SD,SD,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,4,4,Wednesday,AVENIDA,"ALCORTA, AMANCIO AV.","BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,MOTO,CARGAS,CONDUCTOR,M,36,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,6,18,Monday,AVENIDA,LA PLATA AV.,,4,-58.42273092,-34.64228803,PEATON,AUTO,PEATON,M,87,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,6,22,Wednesday,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",EREZCANO,4,-58.42378834,-34.65734100,MOTO,OTRO,SD,M,SD,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,8,8,Saturday,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37157668,-34.65429986,MOTO,AUTO,CONDUCTOR,M,21,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,10,19,Sunday,CALLE,MIRAVE,,4,-58.39871183,-34.64539318,PEATON,AUTO,PEATON,M,35,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,10,0,Tuesday,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,4,.,.,MOTO,CARGAS,CONDUCTOR,SD,SD,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,11,12,Monday,AVENIDA,"BROWN, ALTE. AV.",,4,-58.35975012,-34.63343907,PEATON,PASAJEROS,PEATON,M,83,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,11,20,Wednesday,AVENIDA,PICHINCHA AV.,BRASIL,4,-58.39626094,-34.63036565,PEATON,PASAJEROS,PEATON,F,29,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,11,18,Friday,AVENIDA,"ALCORTA, AMANCIO AV.","TABORDA, DIOGENES",4,-58.40879146,-34.65273216,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,M,41,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,12,6,Sunday,AVENIDA,LA PLATA AV.,"POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,AUTO,AUTO,CONDUCTOR,M,29,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,12,8,Monday,AVENIDA,"GARCIA, MARTIN AV.",,4,-58.36926144,-34.62841919,BICICLETA,PASAJEROS,CICLISTA,M,37,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,12,10,Tuesday,AVENIDA,LA PLATA AV.,"POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,MOTO,AUTO,CONDUCTOR,M,43,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,1,3,Thursday,AVENIDA,OLAVARRIA,VELEZ SARSFIELD AV.,4,-58.38957669,-34.64410277,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,M,33,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,1,14,Tuesday,CALLE,TRAFUL,"TABORDA, DIOGENES",4,-58.40969005,-34.65055290,MOTO,CARGAS,CONDUCTOR,M,30,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,1,7,Friday,AVENIDA,"IRIARTE, GRAL. AV.",,4,-58.38972622,-34.65098981,PEATON,CARGAS,PEATON,M,4,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,2,5,Sunday,AVENIDA,"MORENO, PERITO AV.",FOURNIER,4,-58.41842777,-34.64979057,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,F,23,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,2,5,Sunday,AVENIDA,"MORENO, PERITO AV.",FOURNIER,4,-58.41842777,-34.64979057,AUTO,OBJETO FIJO,CONDUCTOR,M,19,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,5,20,Friday,CALLE,VIEYTES,VILLARINO,4,-58.37547846,-34.65326075,MOTO,CARGAS,CONDUCTOR,M,28,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,5,16,Monday,AVENIDA,SUAREZ AV.,HERRERA,4,-58.37709334,-34.64035082,BICICLETA,CARGAS,CICLISTA,M,21,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,6,22,Sunday,AVENIDA,ENTRE RIOS AV.,BRASIL,4,-58.39092851,-34.62932696,PEATON,AUTO,PEATON,M,36,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,7,14,Friday,AVENIDA,TACUARI,"GARCIA, MARTIN AV.",4,-58.37261143,-34.63150425,PEATON,PASAJEROS,PEATON,M,84,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,8,1,Thursday,AVENIDA,"IRIARTE, GRAL. AV.",ZAVALETA,4,-58.40056767,-34.65107080,PEATON,CARGAS,PEATON,M,46,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,9,18,Thursday,CALLE,USPALLATA,PIROVANO,4,-58.42023854,-34.64234110,PEATON,CARGAS,PEATON,F,79,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,9,7,Friday,AVENIDA,VIEYTES,"CRUZ, OSVALDO AV.",4,-58.37585415,-34.65232158,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,F,26,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,11,8,Thursday,AVENIDA,BARCO CENTENERA DEL,"RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41827843,-34.65522746,PEATON,PASAJEROS,PEATON,M,55,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,11,23,Sunday,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,.,.,MOTO,PASAJEROS,CONDUCTOR,M,24,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,12,2,Monday,CALLE,VIEYTES,LUJAN,4,-58.37460912,-34.65559133,PEATON,PASAJEROS,PEATON,M,SD,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,12,17,Wednesday,CALLE,CACHI,TRAFUL,4,-58.41146277,-34.65073916,BICICLETA,PASAJEROS,CICLISTA,M,19,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2017,12,9,Monday,AVENIDA,ENTRE RIOS AV.,CASEROS AV.,4,-58.39035581,-34.63412287,PEATON,PASAJEROS,PEATON,M,76,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,1,2,Sunday,AVENIDA,PILCOMAYO,"BROWN, ALTE. AV.",4,-58.36737389,-34.62763661,MOTO,MOTO,CONDUCTOR,M,19,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,2,1,Tuesday,AVENIDA,AUSTRALIA AV.,,4,-58.38636298,-34.64684275,MOTO,PASAJEROS,CONDUCTOR,M,28,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,2,1,Tuesday,AVENIDA,AUSTRALIA AV.,,4,-58.38636298,-34.64684275,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,M,19,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,2,7,Saturday,CALLE,ISABEL LA CATOLICA,"SALVADORES, CNEL.",4,-58.37207554,-34.64543658,MOTO,CARGAS,CONDUCTOR,M,26,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,2,10,Thursday,AVENIDA,"ALCORTA, AMANCIO AV.",ZAVALETA,4,-58.40184094,-34.64546845,PEATON,PASAJEROS,PEATON,F,62,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,2,0,Saturday,AVENIDA,"MONTES DE OCA, MANUEL AV.",OLAVARRIA,4,-58.37441153,-34.63966783,MOTO,CARGAS,CONDUCTOR,M,28,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,3,4,Friday,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAENZ AV.,4,-58.41657793,-34.65476216,MOVIL,CARGAS,CONDUCTOR,M,24,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,3,4,Friday,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAENZ AV.,4,-58.41657793,-34.65476216,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,M,30,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,4,13,Friday,AVENIDA,LA PLATA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,-58.42281627,-34.64282424,PEATON,PASAJEROS,PEATON,F,78,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,4,18,Friday,CALLE,BRANDSEN,PERDRIEL,4,-58.38666024,-34.63953396,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,M,23,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,5,21,Tuesday,CALLE,CALIFORNIA,"CARBONARI, FRANCISCO, CMTE.",4,-58.35977160,-34.64341878,PEATON,AUTO,PEATON,F,57,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,6,16,Friday,AVENIDA,"MONTES DE OCA, MANUEL AV.",FINOCHIETTO ENRIQUE DR.,4,-58.37724226,-34.62973033,PASAJEROS,AUTO,PASAJERO_ACOMPAÑANTE,F,81,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,7,15,Wednesday,AVENIDA,"IRIARTE, GRAL. AV.",,4,-58.39546165,-34.65168841,PEATON,CARGAS,PEATON,F,67,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,8,17,Friday,AVENIDA,PICHINCHA AV.,BRASIL,4,-58.39626094,-34.63036565,PEATON,PASAJEROS,PEATON,M,80,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,9,0,Friday,CALLE,FAMATINA,"TABORDA, DIOGENES",4,-58.41083404,-34.64640709,MOTO,AUTO,CONDUCTOR,M,20,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,10,8,Monday,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO,MOTO,CONDUCTOR,M,22,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2018,11,21,Friday,AVENIDA,SAENZ AV.,VENTANA,4,-58.41650465,-34.65084045,PEATON,PASAJEROS,PEATON,M,29,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,2,2,Sunday,CALLE,"CARRILLO, RAMON, DR.",FINOCHIETTO ENRIQUE DR.,4,-58.38313603,-34.63356284,MOTO,PASAJEROS,CONDUCTOR,M,40,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,6,10,Thursday,AVENIDA,CASEROS AV.,,4,-58.38641783,-34.63330028,PEATON,CARGAS,PEATON,M,76,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,6,10,Tuesday,CALLE,"FILIBERTO, JUAN DE DIOS",OLAVARRIA,4,-58.36376488,-34.63832093,MOTO,AUTO,CONDUCTOR,M,41,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,8,16,Thursday,CALLE,BARCO CENTENERA DEL,TILCARA,4,-58.41970850,-34.65414867,PEATON,PASAJEROS,PEATON,F,55,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,8,5,Saturday,AVENIDA,"GARAY, JUAN DE AV.",,4,-58.40489318,-34.62930162,MOTO,AUTO,CONDUCTOR,M,43,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,8,23,Friday,CALLE,SAN ANTONIO,LUJAN,4,-58.37571078,-34.65584079,MOTO,PASAJEROS,CONDUCTOR,M,31,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,9,18,Thursday,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37157668,-34.65429986,MOTO,CARGAS,CONDUCTOR,F,29,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,9,8,Thursday,AVENIDA,"EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV.",4,-58.41125934,-34.65417740,PEATON,CARGAS,PEATON,F,72,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,10,20,Tuesday,AVENIDA,"ALCORTA, AMANCIO AV.","BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON,PASAJEROS,PEATON,M,27,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,10,15,Wednesday,AVENIDA,"BROWN, ALTE. AV.","BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887,PEATON,CARGAS,PEATON,F,92,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,11,10,Sunday,CALLE,"BRIN, MINISTRO",SUAREZ,4,-58.35608181,-34.63420319,PEATON,PASAJEROS,PEATON,M,37,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2019,12,4,Tuesday,AVENIDA,"MORENO, PERITO AV.",TILCARA AV.,4,-58.42102679,-34.64991178,MOTO,MOTO,CONDUCTOR,M,25,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2020,4,18,Thursday,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO,CARGAS,CONDUCTOR,M,44,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2020,11,3,Monday,AVENIDA,"ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO",4,-58.41125934,-34.65417740,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,M,27,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2020,11,9,Thursday,CALLE,INCLAN,ALBERTI,4,-58.39956546,-34.62977080,BICICLETA,AUTO,CICLISTA,M,59,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2020,12,22,Friday,AVENIDA,SAENZ AV.,BEAZLEY,4,-58.41657793,-34.65476216,PEATON,PASAJEROS,PEATON,M,51,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,1,23,Friday,AVENIDA,SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON,PASAJEROS,PEATON,M,28,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,3,9,Monday,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,4,.,.,MOTO,CARGAS,CONDUCTOR,M,24,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,3,2,Monday,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO,CONDUCTOR,M,36,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,4,18,Saturday,CALLE,FINOCHIETTO ENRIQUE DR.,,4,-58.38685612,-34.63455776,PEATON,PASAJEROS,PEATON,M,36,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,4,14,Monday,AVENIDA,"ALCORTA, AMANCIO AV.",ZAVALETA,4,-58.40184094,-34.64546845,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,F,26,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,5,17,Wednesday,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37709334,-34.64035082,MOTO,MULTIPLE,CONDUCTOR,M,22,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,6,16,Wednesday,AVENIDA,"VEDIA, AGUSTIN DE","RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO,AUTO,CONDUCTOR,M,59,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,6,19,Tuesday,AVENIDA,27 DE FEBRERO AV.,EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON,CARGAS,PEATON,M,73,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,6,14,Tuesday,CALLE,TABARE,EREZCANO,4,-58.42759813,-34.65463857,MOTO,CARGAS,CONDUCTOR,M,41,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,7,23,Friday,AVENIDA,CORRALES,"MORENO, PERITO AV.",4,-58.42473018,-34.65008280,BICICLETA,AUTO,CICLISTA,M,60,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,7,9,Saturday,AVENIDA,"MORENO, PERITO AV.","ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON,CARGAS,PEATON,F,55,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,7,7,Tuesday,AVENIDA,LA PLATA AV.,,4,-58.42003882,-34.64645957,AUTO,CARGAS,CONDUCTOR,M,73,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2021,11,13,Tuesday,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,-58.37627355,-34.63800916,MOTO,CARGAS,CONDUCTOR,M,26,SI,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS
2016,2,23,Wednesday,AVENIDA,DIRECTORIO AV.,CURAPALIGUE,7,-58.45157703,-34.63063795,AUTO,AUTO,CONDUCTOR,M,34,SI,FLORES - PARQUE CHACABUCO
2016,2,9,Sunday,AVENIDA,CURAPALIGUE AV.,"DIAZ, AVELINO",7,-58.44497874,-34.63852623,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,M,34,SD,FLORES - PARQUE CHACABUCO
2016,3,11,Saturday,AVENIDA,LAFUENTE AV.,QUIRNO,7,-58.46275892,-34.64358293,MOTO,MOTO,CONDUCTOR,M,20,SI,FLORES - PARQUE CHACABUCO
2016,3,11,Tuesday,AVENIDA,DIRECTORIO AV.,RIVERA INDARTE AV.,7,-58.46076550,-34.63350444,MOTO,CARGAS,CONDUCTOR,M,54,SI,FLORES - PARQUE CHACABUCO
2016,3,11,Tuesday,AVENIDA,DIRECTORIO AV.,RIVERA INDARTE AV.,7,-58.46076550,-34.63350444,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,M,SD,SI,FLORES - PARQUE CHACABUCO
2016,3,19,Thursday,AVENIDA,"MORENO, JOSE MARIA AV.",BALBASTRO,7,-58.43213235,-34.63693953,MOTO,MULTIPLE,CONDUCTOR,M,24,SI,FLORES - PARQUE CHACABUCO
2016,9,9,Wednesday,AVENIDA,ASAMBLEA AV.,"BONORINO, ESTEBAN, CNEL. AV.",7,-58.45130953,-34.64053676,MOTO,AUTO,CONDUCTOR,F,58,SD,FLORES - PARQUE CHACABUCO
2016,9,15,Friday,AVENIDA,RIVADAVIA AV.,RIVERA INDARTE AV.,7,-58.46271207,-34.62884871,PEATON,PASAJEROS,PEATON,M,67,SD,FLORES - PARQUE CHACABUCO
2016,11,21,Wednesday,AVENIDA,"MORENO, PERITO AV.",ZUVIRIA,7,-58.46451841,-34.64991946,MOTO,AUTO,CONDUCTOR,M,42,SI,FLORES - PARQUE CHACABUCO
2016,12,19,Monday,AVENIDA,DIRECTORIO AV.,SAN PEDRITO AV.,7,-58.46749188,-34.63551751,MOTO,CARGAS,CONDUCTOR,M,35,SD,FLORES - PARQUE CHACABUCO
2016,12,8,Tuesday,CALLE,"FALCON, RAMON L.,CNEL.",MEMBRILLAR,7,-58.46064174,-34.62960517,PEATON,BICICLETA,PEATON,F,SD,SD,FLORES - PARQUE CHACABUCO
2017,2,20,Thursday,AVENIDA,RIVADAVIA AV.,,7,-58.46589308,-34.62955795,PEATON,PASAJEROS,PEATON,M,39,SI,FLORES - PARQUE CHACABUCO
2017,2,17,Friday,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",RIVERA INDARTE AV.,7,-58.43614426,-34.65424640,MOTO,SD,CONDUCTOR,M,23,SI,FLORES - PARQUE CHACABUCO
2017,4,19,Saturday,AVENIDA,CASTA?ARES AV.,LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO,CONDUCTOR,F,40,SI,FLORES - PARQUE CHACABUCO
2017,4,23,Monday,CALLE,"FERNANDEZ MORENO, BALDOMERO",,7,-58.45485084,-34.63531854,MOTO,AUTO,CONDUCTOR,M,17,SD,FLORES - PARQUE CHACABUCO
2017,5,3,Monday,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,7,.,.,AUTO,AUTO,CONDUCTOR,M,33,SI,FLORES - PARQUE CHACABUCO
2017,8,12,Tuesday,CALLE,"BONIFACIO, JOSE",,7,-58.45715752,-34.63132912,PEATON,AUTO,PEATON,F,61,SI,FLORES - PARQUE CHACABUCO
